w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate
480850307011020,270270301022025,1,1,0,0,1,0,0,0,0,1,20160228
480850307011020,271079603002045,1,1,0,0,1,0,0,0,0,1,20160228
480850307011020,400137963001018,1,0,1,0,0,0,1,0,0,1,20160228
480850307011020,400137963002011,1,1,0,0,1,0,0,0,0,1,20160228
480850307011020,400137966003019,1,0,1,0,0,0,1,0,0,1,20160228
480850307011020,400137966003024,2,1,1,0,1,1,0,0,0,2,20160228
480850307011020,400137966003052,1,0,1,0,0,1,0,0,0,1,20160228
480850307011020,400173006002038,1,0,1,0,1,0,0,0,0,1,20160228
480850307011020,400198925004127,1,0,1,0,1,0,0,0,0,1,20160228
480850307011020,400198928001016,1,0,1,0,0,1,0,0,0,1,20160228
480850307011020,400198928004001,1,0,1,0,0,1,0,0,0,1,20160228
480850307011020,400310001004005,1,1,0,0,0,1,0,0,1,0,20160228
480850307011020,400310020052026,1,0,1,0,1,0,0,0,0,1,20160228
480850307011020,400696603001092,1,1,0,0,1,0,0,0,0,1,20160228
480850307011020,400696603002234,1,0,1,0,1,0,0,0,0,1,20160228
480850307011020,400696603002290,1,1,0,0,0,1,0,0,1,0,20160228
480850307011020,400874002022058,1,1,0,0,1,0,0,0,0,1,20160228
480850307011020,401091069121000,1,1,0,0,1,0,0,0,0,1,20160228
480850307011020,401091072233005,1,1,0,0,1,0,0,0,0,1,20160228
480850307011020,401190111022083,1,0,0,1,1,0,0,0,0,1,20160228
480850307011020,401255006004003,1,1,0,0,1,0,0,0,0,1,20160228
480850307011020,401255011023001,1,1,0,0,1,0,0,0,0,1,20160228
480850307011020,401410704002083,1,0,0,1,1,0,0,1,0,0,20160228
480850307011025,220170241091003,1,1,0,0,1,0,0,0,0,1,20160228
480850307011025,400338712001062,1,0,1,0,0,1,0,0,0,1,20160228
480850307011026,271190206001026,1,0,1,0,1,0,0,0,0,1,20160228
480850307011026,400137963002009,1,0,1,0,0,0,1,0,0,1,20160228
480850307011026,400510006003140,1,1,0,0,1,0,0,0,0,1,20160228
480850307011026,400696603001065,1,0,0,1,0,0,1,0,0,1,20160228
480850307011034,400137966003052,1,0,1,0,0,1,0,1,0,0,20160228
480850307011044,400137962001004,1,1,0,0,1,0,0,0,1,0,20160228
480850307011044,400137962003071,1,1,0,0,0,1,0,0,1,0,20160228
480850307011044,400137962003078,1,1,0,0,0,1,0,0,1,0,20160228
480850307011044,400137966002064,1,1,0,0,0,1,0,0,1,0,20160228
480850307011044,400137966003005,1,0,0,1,0,1,0,0,1,0,20160228
480850307011044,400198927001031,1,0,1,0,0,1,0,0,1,0,20160228
480850307011044,400696603001102,1,0,1,0,0,0,1,0,1,0,20160228
480850307011044,400696603001118,1,1,0,0,0,1,0,0,1,0,20160228
480850307011051,400310002003015,1,0,0,1,1,0,0,0,1,0,20160228
480850307011052,400696603002440,1,0,1,0,1,0,0,0,1,0,20160228
480850307011052,400696603002443,1,0,0,1,1,0,0,0,1,0,20160228
480850307011052,401091053002047,1,1,0,0,1,0,0,0,0,1,20160228
480850307011056,220150111103014,1,0,1,0,1,0,0,1,0,0,20160228
480850307011056,220170242022024,1,0,1,0,1,0,0,1,0,0,20160228
480850307011056,400137966002105,1,0,1,0,0,1,0,1,0,0,20160228
480850307011056,400310004015017,1,1,0,0,1,0,0,1,0,0,20160228
480850307011056,400338711002022,1,0,0,1,0,1,0,1,0,0,20160228
480850307011056,400696603001143,1,0,1,0,1,0,0,1,0,0,20160228
480850307011067,401370006003184,1,1,0,0,1,0,0,0,0,1,20160228
480850307011068,400310004014006,1,1,0,0,0,0,1,1,0,0,20160228
480850307011070,401091082071012,1,0,1,0,1,0,0,0,0,1,20160228
480850307011074,401091056004000,1,0,1,0,1,0,0,0,0,1,20160228
480850307011079,400696603001008,1,0,0,1,0,0,1,0,1,0,20160228
480850307011081,400696603002295,1,1,0,0,1,0,0,1,0,0,20160228
480850307012013,400137964001008,1,0,1,0,0,0,1,0,0,1,20160228
480850307012014,400137966001039,1,0,1,0,0,0,1,0,0,1,20160228
480850307012049,270434604004042,1,1,0,0,1,0,0,0,0,1,20160228
480850307021003,220170243034076,1,0,1,0,0,1,0,0,0,1,20160228
480850307021003,221059534001064,1,0,0,1,1,0,0,0,0,1,20160228
480850307021003,400137963001022,1,1,0,0,1,0,0,0,0,1,20160228
480850307021003,400137963001024,1,1,0,0,1,0,0,0,0,1,20160228
480850307021003,400310022003054,1,1,0,0,0,1,0,0,0,1,20160228
480850307021003,400696603002073,1,0,0,1,0,0,1,0,0,1,20160228
480850307021003,401139400022010,1,0,0,1,1,0,0,0,0,1,20160228
480850307021003,401410705001293,1,0,0,1,0,0,1,0,0,1,20160228
480850307021003,540039711022012,1,0,0,1,0,1,0,0,0,1,20160228
480850307021005,400272017001047,1,0,1,0,1,0,0,0,0,1,20160228
480850307021005,400696603002000,1,0,1,0,0,1,0,0,0,1,20160228
480850307021005,401091085043020,1,0,1,0,1,0,0,0,0,1,20160228
480850307021015,400137966002086,1,0,1,0,0,0,1,0,0,1,20160228
480850307022008,400137961003057,1,1,0,0,1,0,0,0,0,1,20160228
480850307022008,400137966003052,1,1,0,0,0,1,0,0,1,0,20160228
480850307022008,401255005002024,1,1,0,0,1,0,0,0,0,1,20160228
480850307024000,400137966001007,1,0,1,0,0,1,0,0,0,1,20160228
480850307024000,400137966004020,1,0,1,0,0,1,0,1,0,0,20160228
480850307024000,400310021004033,1,1,0,0,1,0,0,1,0,0,20160228
480850307024005,400310020031239,1,0,0,1,1,0,0,0,1,0,20160228
480850307024048,400696603001102,1,0,1,0,0,1,0,0,0,1,20160228
480850307024056,401091074034019,1,0,0,1,0,1,0,0,0,1,20160228
480850307024058,400198927001031,1,0,1,0,0,1,0,0,1,0,20160228
480850308011000,290997001101001,1,1,0,0,1,0,0,0,0,1,20160228
480850308011013,400137960013087,1,1,0,0,1,0,0,0,1,0,20160228
480850308011013,400137960021022,1,0,1,0,1,0,0,0,1,0,20160228
480850308011013,400696601981129,1,1,0,0,1,0,0,0,1,0,20160228
480850308012033,400696601982003,1,1,0,0,0,1,0,1,0,0,20160228
480850308021002,200790306003047,1,1,0,0,0,1,0,1,0,0,20160228
480850308021002,201730060001001,1,1,0,0,0,1,0,1,0,0,20160228
480850308021002,291070904002149,1,0,1,0,0,0,1,0,0,1,20160228
480850308021002,291770803001062,1,0,1,0,1,0,0,1,0,0,20160228
480850308021002,400696601981240,1,1,0,0,1,0,0,1,0,0,20160228
480850308021002,400696601982021,1,0,0,1,0,1,0,0,0,1,20160228
480850308021002,400696601982059,1,0,1,0,0,0,1,1,0,0,20160228
480850308021003,400696601981279,1,0,0,1,0,1,0,0,0,1,20160228
480850308021004,290950119004011,1,0,1,0,0,1,0,0,1,0,20160228
480850308021006,400696601982195,1,0,1,0,0,1,0,1,0,0,20160228
480850308021013,220619610002022,1,0,1,0,0,0,1,0,0,1,20160228
480850308021013,221190319002031,1,0,1,0,1,0,0,0,0,1,20160228
480850308021013,400137960012046,1,0,1,0,0,1,0,0,0,1,20160228
480850308021013,401010008012004,1,0,1,0,0,1,0,0,0,1,20160228
480850308021037,201730095092006,1,1,0,0,1,0,0,0,0,1,20160228
480850308021037,400137961002063,1,1,0,0,1,0,0,0,0,1,20160228
480850308021037,400137961003058,1,1,0,0,1,0,0,0,0,1,20160228
480850308021037,400137961004017,1,1,0,0,1,0,0,0,0,1,20160228
480850308021037,400137966002064,1,0,1,0,1,0,0,0,0,1,20160228
480850308021065,201730021002007,1,1,0,0,1,0,0,0,0,1,20160228
480850308021065,290470216004042,1,0,0,1,0,0,1,0,0,1,20160228
480850308021065,400696601981103,1,0,1,0,0,1,0,0,0,1,20160228
480850308021065,401214856001244,1,0,1,0,1,0,0,0,0,1,20160228
480850308021065,401470012002073,1,0,1,0,0,0,1,0,0,1,20160228
480850308021066,290997001103004,1,0,0,1,1,0,0,0,0,1,20160228
480850308021066,400137960022119,1,1,0,0,1,0,0,0,0,1,20160228
480850308022000,290959892001004,1,1,0,0,0,1,0,0,0,1,20160228
480850308022006,201730095052004,1,1,0,0,1,0,0,0,0,1,20160228
480850308022006,201730097002025,1,1,0,0,1,0,0,0,0,1,20160228
480850308022006,280890304001002,1,0,1,0,1,0,0,0,0,1,20160228
480850308022006,400137960022011,1,0,1,0,1,0,0,0,1,0,20160228
480850308022006,400696601981163,1,0,1,0,0,1,0,0,1,0,20160228
480850308022006,401350302023128,1,0,1,0,0,0,1,0,0,1,20160228
480850308022009,400137960012006,1,1,0,0,1,0,0,0,1,0,20160228
480850308022009,400137960013069,1,1,0,0,1,0,0,0,1,0,20160228
480850308022009,400696601982057,1,0,0,1,0,1,0,0,1,0,20160228
480850308022041,201730067001013,1,1,0,0,0,1,0,1,0,0,20160228
480850308023018,180319692001009,1,1,0,0,1,0,0,0,0,1,20160228
480850308023018,200150202021004,1,1,0,0,1,0,0,0,0,1,20160228
480850308023018,201730069003002,1,1,0,0,1,0,0,0,0,1,20160228
480850308023018,220170248001303,1,0,0,1,1,0,0,0,0,1,20160228
480850308023018,221190319001002,1,0,0,1,1,0,0,0,0,1,20160228
480850308023018,290950115003012,1,0,0,1,1,0,0,0,0,1,20160228
480850308023018,290997001111012,1,1,0,0,1,0,0,0,0,1,20160228
480850308023018,291650301034018,1,1,0,0,1,0,0,0,0,1,20160228
480850308023018,400137960011024,1,1,0,0,1,0,0,0,0,1,20160228
480850308023018,400137960011104,1,1,0,0,1,0,0,0,0,1,20160228
480850308023018,400137960023090,1,1,0,0,1,0,0,0,0,1,20160228
480850308023018,400137961001006,1,1,0,0,1,0,0,0,0,1,20160228
480850308023018,400137961003015,1,1,0,0,1,0,0,0,0,1,20160228
480850308023018,400137966002089,1,0,1,0,1,0,0,0,0,1,20160228
480850308023018,400413760003047,1,0,1,0,1,0,0,0,0,1,20160228
480850308023018,400696601981228,1,1,0,0,1,0,0,0,0,1,20160228
480850308023018,400696601981248,1,0,1,0,1,0,0,0,0,1,20160228
480850308023018,400696601982080,1,0,0,1,0,1,0,0,0,1,20160228
480850308023018,400696601982090,1,0,0,1,1,0,0,0,0,1,20160228
480850308023018,400770872003050,1,1,0,0,1,0,0,0,0,1,20160228
480850308023018,400890985003070,1,0,1,0,1,0,0,0,0,1,20160228
480850308023018,401010015001197,1,0,1,0,1,0,0,0,0,1,20160228
480850309001012,050134802001008,1,1,0,0,0,1,0,0,1,0,20160228
480850309001019,050990902001009,1,1,0,0,0,1,0,0,1,0,20160228
480850309001019,400950948011043,1,1,0,0,0,1,0,0,1,0,20160228
480850309001021,400137956001037,1,0,1,0,0,1,0,1,0,0,20160228
480850309001034,400137966003041,1,0,1,0,0,0,1,1,0,0,20160228
480850309001035,400137959001126,1,0,1,0,0,0,1,1,0,0,20160228
480850309001041,050910210006040,1,0,1,0,0,0,1,0,1,0,20160228
480850309001041,061130103123002,1,1,0,0,1,0,0,0,0,1,20160228
480850309001041,061130105122002,1,1,0,0,1,0,0,0,0,1,20160228
480850309001041,061130114001069,1,1,0,0,1,0,0,0,0,1,20160228
480850309001041,400137960022080,1,0,1,0,0,1,0,0,0,1,20160228
480850309001041,400137960022102,1,0,1,0,0,1,0,0,0,1,20160228
480850309001041,400137965002015,1,0,1,0,0,1,0,0,1,0,20160228
480850309001041,400198930001017,1,0,1,0,0,0,1,0,0,1,20160228
480850309002002,010030113001023,1,0,1,0,1,0,0,1,0,0,20160228
480850309002041,061130101014017,1,1,0,0,1,0,0,0,0,1,20160228
480850309002041,400137956002024,1,0,1,0,0,1,0,1,0,0,20160228
480850309003000,280719503011002,1,1,0,0,0,1,0,1,0,0,20160228
480850309003000,400137956001164,1,0,1,0,0,1,0,1,0,0,20160228
480850309003000,400137960012025,1,0,1,0,0,0,1,1,0,0,20160228
480850309003000,400137965003020,1,0,1,0,0,1,0,1,0,0,20160228
480850309003001,400137956002011,1,0,1,0,0,1,0,1,0,0,20160228
480850309003001,400137956002114,1,0,1,0,0,1,0,1,0,0,20160228
480850309003001,400137959001025,1,0,1,0,0,1,0,1,0,0,20160228
480850309003001,400137961004023,1,1,0,0,0,1,0,0,1,0,20160228
480850309003001,400137964002022,1,0,0,1,0,1,0,1,0,0,20160228
480850309003001,400137965001060,1,0,0,1,0,1,0,1,0,0,20160228
480850309003004,010259580021059,1,0,1,0,1,0,0,1,0,0,20160228
480850309003004,400137966002124,1,0,1,0,0,0,1,1,0,0,20160228
480850309003034,400137960021066,1,0,1,0,0,1,0,0,0,1,20160228
480850309004035,280819502022039,1,1,0,0,0,1,0,1,0,0,20160228
480850309004035,290950130032010,1,0,1,0,0,1,0,1,0,0,20160228
480850309004035,400137959002019,1,1,0,0,0,1,0,1,0,0,20160228
480850309004035,400137959002088,1,0,1,0,0,0,1,1,0,0,20160228
480850309004035,400137961003095,1,0,1,0,1,0,0,1,0,0,20160228
480850309004035,400137965001034,1,0,1,0,0,1,0,1,0,0,20160228
480850309004038,180890428022023,1,1,0,0,0,1,0,1,0,0,20160228
480850309004038,280330708111022,1,1,0,0,0,1,0,1,0,0,20160228
480850309004038,400137956001141,1,0,1,0,0,1,0,1,0,0,20160228
480850309004038,400137959002019,1,0,1,0,0,0,1,1,0,0,20160228
480850309004038,400137959002037,1,0,1,0,0,1,0,1,0,0,20160228
480850309004038,400137959002087,1,0,1,0,0,1,0,1,0,0,20160228
480850309004038,400137960022082,1,0,1,0,0,0,1,1,0,0,20160228
480850310011001,290739605003091,1,0,1,0,0,1,0,0,1,0,20160228
480850310012000,291319629002026,1,0,0,1,1,0,0,0,0,1,20160228
480850310012009,401230886002119,1,0,1,0,0,0,1,1,0,0,20160228
480850310012012,400137960013184,1,0,1,0,0,0,1,1,0,0,20160228
480850310012012,400696602002032,1,0,1,0,0,0,1,1,0,0,20160228
480850310012012,400850943001114,1,0,1,0,0,1,0,1,0,0,20160228
480850310012012,401230891001048,1,0,1,0,0,1,0,1,0,0,20160228
480850310012029,291059603002032,1,1,0,0,0,0,1,0,1,0,20160228
480850310012034,400198928001012,1,0,1,0,0,1,0,1,0,0,20160228
480850310012056,400696602004006,1,1,0,0,0,1,0,1,0,0,20160228
480850310013005,400137961004013,1,0,1,0,0,0,1,1,0,0,20160228
480850310014052,051399508001049,1,0,1,0,0,1,0,0,0,1,20160228
480850310031002,400496818001005,1,1,0,0,0,1,0,0,0,1,20160228
480850310031002,400496818002031,1,0,1,0,1,0,0,0,0,1,20160228
480850310031004,400137966004020,1,0,1,0,0,1,0,1,0,0,20160228
480850310031030,400137966002081,1,0,1,0,0,1,0,1,0,0,20160228
480850310031040,400137957002093,1,0,1,0,0,1,0,1,0,0,20160228
480850310032047,290950150003016,1,0,0,1,0,1,0,0,1,0,20160228
480850310032047,400496818003014,1,0,0,1,0,1,0,0,1,0,20160228
480850310032048,050259701004174,1,1,0,0,1,0,0,0,0,1,20160228
480850310032048,290470210031027,1,0,1,0,0,0,1,0,0,1,20160228
480850310041030,400950946983174,1,1,0,0,1,0,0,1,0,0,20160228
480850310042024,290470223022007,1,0,1,0,0,0,1,0,1,0,20160228
480850310042067,400137966004144,1,0,1,0,0,1,0,1,0,0,20160228
480850310042085,400496818002042,1,0,1,0,1,0,0,0,1,0,20160228
480850310043022,050279502002086,1,1,0,0,1,0,0,0,1,0,20160228
480850310043024,290370600011008,1,1,0,0,1,0,0,0,1,0,20160228
480850310043029,400496818004103,1,0,0,1,0,1,0,0,1,0,20160228
480850311001007,401091057001025,1,0,1,0,0,1,0,1,0,0,20160228
480850311002044,401091048003001,1,0,1,0,0,1,0,1,0,0,20160228
480850311002053,220170233003005,1,1,0,0,1,0,0,1,0,0,20160228
480850311002053,220170249002043,1,1,0,0,1,0,0,1,0,0,20160228
480850311002060,400272018021004,1,0,1,0,0,1,0,1,0,0,20160228
480850311004005,220139702001160,1,1,0,0,1,0,0,1,0,0,20160228
480850311004005,401091066071001,1,0,1,0,1,0,0,0,0,1,20160228
480850311004006,220139702001160,1,1,0,0,1,0,0,1,0,0,20160228
480850311004008,290119602003009,1,0,1,0,0,1,0,1,0,0,20160228
480850311004012,291514902003072,1,0,1,0,0,0,1,0,0,1,20160228
480850311004028,401091073061003,1,0,1,0,1,0,0,0,0,1,20160228
480850311004036,290398701004129,1,0,0,1,0,1,0,0,0,1,20160228
480850311004062,401091064023019,1,0,1,0,1,0,0,0,0,1,20160228
480850312021030,400874002022039,1,1,0,0,1,0,0,1,0,0,20160228
480850312021036,400272002002000,1,1,0,0,1,0,0,1,0,0,20160228
480850312021036,401091082071009,1,1,0,0,1,0,0,1,0,0,20160228
480850312022043,400819612001052,1,1,0,0,1,0,0,1,0,0,20160228
480850312022043,401091082061015,1,1,0,0,1,0,0,1,0,0,20160228
480850312022043,401091082172010,1,1,0,0,1,0,0,1,0,0,20160228
480850313081036,290190003003000,1,1,0,0,0,1,0,1,0,0,20160228
480850313081057,080690016061006,1,0,0,1,0,1,0,0,1,0,20160228
480850313081064,081230014141001,1,0,0,1,0,1,0,0,1,0,20160228
480850313081069,160199709002018,1,0,1,0,0,1,0,0,1,0,20160228
480850313081079,050039606002098,1,1,0,0,1,0,0,0,0,1,20160228
480850313081079,050234801001063,1,0,1,0,0,1,0,0,0,1,20160228
480850313081079,050554802002032,1,1,0,0,1,0,0,0,0,1,20160228
480850313082000,401091001001039,1,0,1,0,0,0,1,1,0,0,20160228
480850313082022,050690003012051,1,1,0,0,1,0,0,0,0,1,20160228
480850313082022,400151616002189,1,0,1,0,1,0,0,0,0,1,20160228
480850313082022,401370011003118,1,0,1,0,1,0,0,0,0,1,20160228
480850313091044,290190007002025,1,1,0,0,0,1,0,1,0,0,20160228
480850313092000,081230020131000,1,0,0,1,0,1,0,0,1,0,20160228
480850313092000,401410704003053,1,0,1,0,1,0,0,0,0,1,20160228
480850313092001,401091072141015,1,0,0,1,1,0,0,0,0,1,20160228
480850313092015,051450702003038,1,0,1,0,0,1,0,0,0,1,20160228
480850313092029,401010008013019,1,0,1,0,1,0,0,1,0,0,20160228
480850313092037,280330705201074,1,0,0,1,0,1,0,1,0,0,20160228
480850313092039,291594802001121,1,1,0,0,0,1,0,1,0,0,20160228
480850313092039,400272023012019,1,0,1,0,0,0,1,1,0,0,20160228
480850313093001,160199713011003,1,0,1,0,0,1,0,0,1,0,20160228
480850313093023,080690013013004,1,0,0,1,0,1,0,0,1,0,20160228
480850313093023,080690016071027,1,0,0,1,0,1,0,0,1,0,20160228
480850313093023,281419503002066,1,0,0,1,0,1,0,1,0,0,20160228
480850313093023,401091059071007,1,0,1,0,0,0,1,1,0,0,20160228
480850313093023,401091059072026,1,0,1,0,0,0,1,1,0,0,20160228
480850313101001,360810375002004,1,1,0,0,0,1,0,1,0,0,20160228
480850313101002,400272023011000,1,0,1,0,0,0,1,1,0,0,20160228
480850313101007,360810469002000,1,0,1,0,1,0,0,0,0,1,20160228
480850313101016,360810053001000,1,0,1,0,0,1,0,0,0,1,20160228
480850313101034,360810189002005,1,1,0,0,1,0,0,0,0,1,20160228
480850313101034,360810399002001,1,0,1,0,0,1,0,0,0,1,20160228
480850313103000,040159507053007,1,0,1,0,0,1,0,1,0,0,20160228
480850313103000,281579502002034,1,1,0,0,0,1,0,1,0,0,20160228
480850313112014,060190055071006,1,1,0,0,0,1,0,1,0,0,20160228
480850313112014,271230322003004,1,1,0,0,0,1,0,1,0,0,20160228
480850313112014,280419501003051,1,1,0,0,0,1,0,1,0,0,20160228
480850313112015,360810057001006,1,0,1,0,0,1,0,1,0,0,20160228
480850313112047,360810683002001,1,1,0,0,0,0,1,0,1,0,20160228
480850313112053,360810683001000,1,0,0,1,0,0,1,0,0,1,20160228
480850313113029,360810169002016,1,1,0,0,1,0,0,0,0,1,20160228
480850313134000,060375435012001,1,0,1,0,0,1,0,1,0,0,20160228
480850313134000,060376203057025,1,0,1,0,0,1,0,1,0,0,20160228
480850313135031,060376205212001,1,0,1,0,0,1,0,1,0,0,20160228
480850313141037,401155745002054,1,0,1,0,1,0,0,0,1,0,20160228
480850313142000,401091075001026,1,0,1,0,1,0,0,0,1,0,20160228
480850313142015,400917801001187,1,0,1,0,1,0,0,0,1,0,20160228
480850313171008,391130041002016,1,0,1,0,0,1,0,1,0,0,20160228
480850313172000,220150106011000,1,0,0,1,0,1,0,1,0,0,20160228
480850313172000,220150106022001,1,0,0,1,0,1,0,1,0,0,20160228
480850313172000,391130216012004,1,0,1,0,0,1,0,1,0,0,20160228
480850313172000,391131102012007,1,0,1,0,0,1,0,1,0,0,20160228
480850313172001,220150106021002,1,0,0,1,0,1,0,1,0,0,20160228
480850313172001,220170212001010,1,0,0,1,0,1,0,1,0,0,20160228
480850313172001,220690004001012,1,0,0,1,0,1,0,1,0,0,20160228
480850313172001,391130018003007,1,0,1,0,0,1,0,1,0,0,20160228
480850313172001,391130203001004,1,0,1,0,0,1,0,1,0,0,20160228
480850313172001,391130216012010,1,0,1,0,0,1,0,1,0,0,20160228
480850313172001,391130403031014,1,0,1,0,0,0,1,1,0,0,20160228
480850313172001,391130910002045,1,0,1,0,0,0,1,1,0,0,20160228
480850313172001,391131001023010,1,0,1,0,0,1,0,1,0,0,20160228
480850313173006,120710103044003,1,1,0,0,1,0,0,0,0,1,20160228
480850313173006,401370001011042,1,1,0,0,1,0,0,0,1,0,20160228
480850313173006,401370011001181,1,1,0,0,1,0,0,0,1,0,20160228
480850313173010,220730106031128,1,1,0,0,1,0,0,0,0,1,20160228
480850314071000,160699606004020,1,0,0,1,1,0,0,1,0,0,20160228
480850314072054,160550006012001,1,0,0,1,1,0,0,1,0,0,20160228
480850314072054,400137961003057,1,0,1,0,0,1,0,1,0,0,20160228
480850314072078,400137961003022,1,0,1,0,0,1,0,1,0,0,20160228
480850314072082,160550005003009,1,0,0,1,1,0,0,1,0,0,20160228
480850314081000,390351514001008,1,0,1,0,0,1,0,0,0,1,20160228
480850314082005,050690020002017,1,1,0,0,1,0,0,0,1,0,20160228
480850314082005,051039503004157,1,1,0,0,1,0,0,0,1,0,20160228
480850314091006,220170241022016,1,1,0,0,1,0,0,0,0,1,20160228
480850314101001,390351835021008,1,0,1,0,1,0,0,0,1,0,20160228
480850314102002,401155743001142,1,0,1,0,0,1,0,0,1,0,20160228
480850314104008,390351841053006,1,1,0,0,1,0,0,0,0,1,20160228
480850314104008,401350302011159,1,0,1,0,0,1,0,0,1,0,20160228
480850314105000,390351518002002,1,0,1,0,1,0,0,1,0,0,20160228
480850314111000,220170241045013,1,1,0,0,1,0,0,0,0,1,20160228
480850315042009,340230003003016,1,0,1,0,0,0,1,0,0,1,20160228
480850315042009,340230056024009,1,0,1,0,1,0,0,0,0,1,20160228
480850315042009,340230079081003,1,0,0,1,1,0,0,0,0,1,20160228
480850315044010,340230050003006,1,1,0,0,0,0,1,0,1,0,20160228
480850315044019,340230053001005,1,0,0,1,1,0,0,1,0,0,20160228
480850315044024,081010018001025,1,1,0,0,1,0,0,0,0,1,20160228
480850315052017,391670203001000,1,0,1,0,0,1,0,0,0,1,20160228
480850315053002,400496815002161,1,0,1,0,0,1,0,0,1,0,20160228
480850315053004,220790121002049,1,1,0,0,1,0,0,0,1,0,20160228
480850315053004,221010407002015,1,0,1,0,0,1,0,0,1,0,20160228
480850315053004,390799578002003,1,0,0,1,0,1,0,0,1,0,20160228
480850315053004,400173003001024,1,1,0,0,1,0,0,0,1,0,20160228
480850315053004,400496814002016,1,1,0,0,1,0,0,0,1,0,20160228
480850315053026,400055878001091,1,1,0,0,1,0,0,0,1,0,20160228
480850315054000,080410029003021,1,0,0,1,1,0,0,0,0,1,20160228
480850315054000,080410071022146,1,0,0,1,1,0,0,0,0,1,20160228
480850315054000,201770039013065,1,1,0,0,1,0,0,0,0,1,20160228
480850315061001,370970616021005,1,1,0,0,0,1,0,0,1,0,20160228
480850315061015,220170224001010,1,1,0,0,1,0,0,0,0,1,20160228
480850315061017,360850133011000,1,0,1,0,1,0,0,0,0,1,20160228
480850315061021,050097906002000,1,0,1,0,0,0,1,0,0,1,20160228
480850315061021,220319506002039,1,1,0,0,1,0,0,0,0,1,20160228
480850315061021,221190321001070,1,1,0,0,1,0,0,0,0,1,20160228
480850315061021,360850198002028,1,0,0,1,0,0,1,0,1,0,20160228
480850315061031,360850248002003,1,0,0,1,0,1,0,0,0,1,20160228
480850315061039,400137959002075,1,0,1,0,0,0,1,0,0,1,20160228
480850315061044,220170228002011,1,0,1,0,0,1,0,1,0,0,20160228
480850315061044,360850156013007,1,0,0,1,0,0,1,1,0,0,20160228
480850315061045,050070202061014,1,0,1,0,0,0,1,0,0,1,20160228
480850315061045,220170205002006,1,0,1,0,0,1,0,0,0,1,20160228
480850315061045,220170245032021,1,1,0,0,1,0,0,0,0,1,20160228
480850315061045,291833119032010,1,0,1,0,0,0,1,0,0,1,20160228
480850315061046,220170241085011,1,1,0,0,1,0,0,0,0,1,20160228
480850315061048,290997013002001,1,0,1,0,0,0,1,0,0,1,20160228
480850315061055,290997002072032,1,0,1,0,0,0,1,0,0,1,20160228
480850315061055,360850213001005,1,0,1,0,0,1,0,1,0,0,20160228
480850315061055,400198925004148,1,0,1,0,0,1,0,0,0,1,20160228
480850315061057,360850273012014,1,0,1,0,0,0,1,1,0,0,20160228
480850315063001,220170234002010,1,0,0,1,1,0,0,0,0,1,20160228
480850315064002,220619609003007,1,1,0,0,1,0,0,0,0,1,20160228
480850315064002,360850033001005,1,0,1,0,1,0,0,0,1,0,20160228
480850315064002,360850170051012,1,0,1,0,1,0,0,0,0,1,20160228
480850315064007,400173002021094,1,0,1,0,1,0,0,0,0,1,20160228
480850315071000,131350505401006,1,0,1,0,1,0,0,0,0,1,20160228
480850315071001,290470217021007,1,0,0,1,1,0,0,0,0,1,20160228
480850315071032,131210116213000,1,0,1,0,0,0,1,0,0,1,20160228
480850315072016,370270311003012,1,0,1,0,0,0,1,0,1,0,20160228
480850315072017,401230888004008,1,0,1,0,0,0,1,1,0,0,20160228
480850315072018,080770011011057,1,0,1,0,1,0,0,0,0,1,20160228
480850315072018,131350505413002,1,0,0,1,1,0,0,0,1,0,20160228
480850315072018,370710304023006,1,0,0,1,1,0,0,0,0,1,20160228
480850315072018,371090707001016,1,0,1,0,1,0,0,0,0,1,20160228
480850315081002,400272019042000,1,1,0,0,1,0,0,0,0,1,20160228
480850315081022,400137960022004,1,0,1,0,0,0,1,1,0,0,20160228
480850315082011,221030412121005,1,0,1,0,1,0,0,0,0,1,20160228
480850315082011,370250422001002,1,0,1,0,0,0,1,0,1,0,20160228
480850315082011,401091024004005,1,1,0,0,1,0,0,0,0,1,20160228
480850315082011,401091053002045,1,1,0,0,1,0,0,0,0,1,20160228
480850315082011,401091085042009,1,1,0,0,1,0,0,0,0,1,20160228
480850315082011,401091090011025,1,1,0,0,1,0,0,0,0,1,20160228
480850315082016,401091074031000,1,1,0,0,1,0,0,0,0,1,20160228
480850315082021,370250411003012,1,1,0,0,1,0,0,0,1,0,20160228
480850315082021,401091076071001,1,1,0,0,1,0,0,0,0,1,20160228
480850315082021,401179572002095,1,1,0,0,1,0,0,0,0,1,20160228
480850316111002,400137962001014,1,0,1,0,0,1,0,0,1,0,20160228
480850316111002,400790405002072,1,0,1,0,1,0,0,0,0,1,20160228
480850316111002,401230895983044,1,0,1,0,0,1,0,0,1,0,20160228
480850316112002,221159508001173,1,0,1,0,0,1,0,0,0,1,20160228
480850316112002,401179572002213,1,1,0,0,1,0,0,0,1,0,20160228
480850316112005,220150107013002,1,1,0,0,0,1,0,0,0,1,20160228
480850316113001,220790139003018,1,0,1,0,0,1,0,0,0,1,20160228
480850316113001,400819611002060,1,0,1,0,0,0,1,0,0,1,20160228
480850316113022,400198928002022,1,0,1,0,0,1,0,0,1,0,20160228
